product_id,avg_daily_demand,lead_time,reorder_point,current_stock,stock_status
5650012,1.0,4,4.0,10,Stock OK
5650015,1.0,3,3.0,17,Stock OK
5650018,1.0,9,9.0,43,Stock OK
5650019,1.0,6,6.0,5,Reorder Needed
5650079,1.25,6,7.5,9,Stock OK
5650119,1.0,5,5.0,13,Stock OK
5650136,1.0,10,10.0,23,Stock OK
5650137,1.0,6,6.0,30,Stock OK
5650138,1.125,7,7.9,43,Stock OK
5650139,1.3333333333333333,9,12.0,4,Reorder Needed
5650140,1.0,8,8.0,21,Stock OK
5650141,1.0,7,7.0,43,Stock OK
5650142,1.2,5,6.0,9,Stock OK
5650143,1.1,7,7.7,7,Reorder Needed
5650145,1.2,8,9.6,16,Stock OK
5650146,1.25,4,5.0,23,Stock OK
5650160,1.3636363636363635,5,6.8,23,Stock OK
5650173,1.5714285714285714,4,6.3,31,Stock OK
5650174,1.2307692307692308,3,3.7,5,Stock OK
5650176,1.0,4,4.0,6,Stock OK
5650287,1.8,3,5.4,1,Reorder Needed
5650288,1.0,3,3.0,48,Stock OK
5650290,1.0,4,4.0,28,Stock OK
5650293,1.8,5,9.0,18,Stock OK
5650294,1.368421052631579,10,13.7,24,Stock OK
5650295,1.0,8,8.0,13,Stock OK
5650356,1.0,7,7.0,33,Stock OK
5650359,1.0,7,7.0,10,Stock OK
5650421,1.1666666666666667,8,9.3,7,Reorder Needed
5650422,1.0,9,9.0,37,Stock OK
5650423,1.0,9,9.0,32,Stock OK
5650424,1.0,3,3.0,45,Stock OK
5650425,1.5,3,4.5,22,Stock OK
5650426,1.0,5,5.0,16,Stock OK
5650427,1.0,6,6.0,24,Stock OK
5650428,1.0,4,4.0,14,Stock OK
5650429,1.0,3,3.0,11,Stock OK
5650430,1.0,7,7.0,19,Stock OK
5650431,1.5833333333333333,5,7.9,23,Stock OK
5650432,1.0,4,4.0,34,Stock OK
5650433,1.0,5,5.0,40,Stock OK
5650440,1.0,4,4.0,13,Stock OK
5650441,1.0,4,4.0,39,Stock OK
5650442,1.0,8,8.0,44,Stock OK
5650443,1.0,3,3.0,28,Stock OK
5650444,1.2857142857142858,10,12.9,40,Stock OK
5650446,1.0,5,5.0,16,Stock OK
5650452,1.0,10,10.0,50,Stock OK
5650454,1.0,5,5.0,28,Stock OK
5650456,1.0,8,8.0,4,Reorder Needed
5650457,1.3125,7,9.2,28,Stock OK
5650459,1.0,10,10.0,12,Stock OK
5650460,1.0,7,7.0,16,Stock OK
5650462,1.5,9,13.5,49,Stock OK
5650463,1.0,3,3.0,36,Stock OK
5650464,1.0,3,3.0,20,Stock OK
5650465,1.2,6,7.2,26,Stock OK
5650557,1.0,8,8.0,26,Stock OK
5650583,2.0,7,14.0,22,Stock OK
5650585,1.0,4,4.0,9,Stock OK
5650586,1.0,5,5.0,5,Stock OK
5650588,1.1428571428571428,3,3.4,17,Stock OK
5650591,1.3571428571428572,10,13.6,49,Stock OK
5650592,1.3333333333333333,5,6.7,34,Stock OK
5650594,1.0,5,5.0,2,Reorder Needed
5650596,1.0,6,6.0,7,Stock OK
5650598,1.0,7,7.0,36,Stock OK
5650599,1.0,3,3.0,13,Stock OK
5650603,1.0,5,5.0,20,Stock OK
5650604,1.0,3,3.0,30,Stock OK
5650605,1.0,4,4.0,30,Stock OK
5650609,1.0,6,6.0,11,Stock OK
5650610,1.2777777777777777,4,5.1,31,Stock OK
5650611,1.0,3,3.0,3,Stock OK
5650612,1.125,9,10.1,2,Reorder Needed
5650613,1.4285714285714286,10,14.3,48,Stock OK
5650614,1.4166666666666667,3,4.2,3,Reorder Needed
5650627,1.1666666666666667,7,8.2,15,Stock OK
5650629,1.0,5,5.0,17,Stock OK
5650697,1.0,5,5.0,48,Stock OK
5650698,1.2777777777777777,4,5.1,7,Stock OK
5650702,1.25,10,12.5,48,Stock OK
5651665,1.0,6,6.0,5,Reorder Needed
5651667,1.1111111111111112,9,10.0,34,Stock OK
5651701,1.75,8,14.0,33,Stock OK
5651702,2.0869565217391304,10,20.9,45,Stock OK
5651723,1.5454545454545454,5,7.7,16,Stock OK
5651725,1.7272727272727273,7,12.1,37,Stock OK
5651938,2.4,10,24.0,3,Reorder Needed
5651950,1.3333333333333333,4,5.3,47,Stock OK
5651952,1.0,4,4.0,48,Stock OK
5651956,1.0,8,8.0,43,Stock OK
5651958,1.2,7,8.4,50,Stock OK
5651960,1.0,6,6.0,21,Stock OK
5651961,1.5,10,15.0,41,Stock OK
5651962,1.0,7,7.0,8,Stock OK
5651965,1.0,6,6.0,22,Stock OK
5651966,1.2857142857142858,7,9.0,5,Reorder Needed
5651967,1.0,7,7.0,17,Stock OK
5651969,1.0,3,3.0,37,Stock OK
5651971,1.0,4,4.0,14,Stock OK
5651972,1.0,10,10.0,39,Stock OK
5651973,1.4285714285714286,7,10.0,41,Stock OK
5651974,1.5,10,15.0,28,Stock OK
5651975,3.7333333333333334,8,29.9,31,Stock OK
5651977,2.12,7,14.8,17,Stock OK
5651986,1.0,5,5.0,35,Stock OK
5651998,1.2222222222222223,4,4.9,40,Stock OK
5651999,1.4285714285714286,5,7.1,22,Stock OK
5652258,1.0,10,10.0,45,Stock OK
5652260,1.0,10,10.0,48,Stock OK
5652261,1.0,4,4.0,29,Stock OK
5652771,1.619047619047619,10,16.2,10,Reorder Needed
5652774,1.5,5,7.5,18,Stock OK
5652894,1.0,7,7.0,35,Stock OK
5652899,1.0,7,7.0,44,Stock OK
5653147,1.0,3,3.0,16,Stock OK
5653148,1.5833333333333333,8,12.7,50,Stock OK
5653177,1.5,10,15.0,49,Stock OK
5653178,1.1428571428571428,5,5.7,7,Stock OK
5653467,1.0,10,10.0,30,Stock OK
5653471,1.0,10,10.0,19,Stock OK
5653534,1.1,6,6.6,23,Stock OK
5653535,1.4,3,4.2,8,Stock OK
5653538,1.3333333333333333,5,6.7,17,Stock OK
5653746,1.25,5,6.2,21,Stock OK
5653747,1.4285714285714286,10,14.3,26,Stock OK
5653748,1.1428571428571428,3,3.4,28,Stock OK
5654085,1.0,7,7.0,39,Stock OK
5654199,1.0,5,5.0,33,Stock OK
5654268,1.5,7,10.5,40,Stock OK
5654270,1.0,3,3.0,19,Stock OK
5654958,1.25,7,8.8,29,Stock OK
5654959,1.3888888888888888,4,5.6,20,Stock OK
5654960,1.4444444444444444,6,8.7,20,Stock OK
5654961,2.0952380952380953,9,18.9,10,Reorder Needed
5654962,1.3333333333333333,5,6.7,12,Stock OK
5654963,1.0,8,8.0,33,Stock OK
5654966,1.0,6,6.0,25,Stock OK
5654967,1.0,9,9.0,25,Stock OK
5654968,1.0,7,7.0,4,Reorder Needed
5654969,1.1,5,5.5,4,Reorder Needed
5654971,1.1666666666666667,7,8.2,9,Stock OK
5654990,1.0,4,4.0,15,Stock OK
5654991,1.0,3,3.0,26,Stock OK
5654993,1.0,5,5.0,15,Stock OK
5655023,2.217391304347826,9,20.0,26,Stock OK
5655024,1.1,9,9.9,28,Stock OK
5655025,1.0,4,4.0,7,Stock OK
5655060,2.6956521739130435,4,10.8,32,Stock OK
5655062,1.25,10,12.5,12,Reorder Needed
5655253,1.0,5,5.0,35,Stock OK
5655255,1.0,7,7.0,32,Stock OK
5655256,1.0,8,8.0,9,Stock OK
5655257,1.0,9,9.0,14,Stock OK
5655420,1.0,9,9.0,13,Stock OK
5655678,1.0,4,4.0,44,Stock OK
5655682,1.0,6,6.0,33,Stock OK
5655683,1.0,4,4.0,32,Stock OK
5655685,1.0,8,8.0,19,Stock OK
5655686,1.0,7,7.0,30,Stock OK
5655690,1.0,7,7.0,16,Stock OK
5655985,1.0,6,6.0,12,Stock OK
5656062,1.0,9,9.0,10,Stock OK
5656119,1.1875,4,4.8,2,Reorder Needed
5656122,1.0,10,10.0,18,Stock OK
5656123,1.0,7,7.0,13,Stock OK
5656124,2.0555555555555554,8,16.4,29,Stock OK
5656125,1.5714285714285714,5,7.9,24,Stock OK
5656405,1.0,3,3.0,38,Stock OK
5656406,1.0,3,3.0,12,Stock OK
5656408,1.0,3,3.0,29,Stock OK
5656411,1.0,10,10.0,22,Stock OK
5656412,1.4285714285714286,9,12.9,36,Stock OK
5656415,1.0,4,4.0,1,Reorder Needed
5656416,1.0,6,6.0,43,Stock OK
5656418,1.0,10,10.0,40,Stock OK
5656419,1.4166666666666667,10,14.2,34,Stock OK
5656420,1.0,7,7.0,34,Stock OK
5656421,1.0,5,5.0,48,Stock OK
5656428,1.0,10,10.0,33,Stock OK
5657033,1.0,8,8.0,4,Reorder Needed
5657064,1.0,5,5.0,38,Stock OK
5657300,1.2857142857142858,8,10.3,30,Stock OK
5657301,1.1428571428571428,9,10.3,46,Stock OK
5657302,1.0,4,4.0,20,Stock OK
5657303,1.7142857142857142,3,5.1,26,Stock OK
5657304,1.0,10,10.0,15,Stock OK
5657321,1.0,4,4.0,7,Stock OK
5657778,1.0,9,9.0,7,Reorder Needed
5657781,1.2727272727272727,6,7.6,50,Stock OK
5657795,1.0,6,6.0,29,Stock OK
5657890,1.0,9,9.0,23,Stock OK
5657891,1.0,8,8.0,34,Stock OK
5657893,1.2,7,8.4,20,Stock OK
5657894,1.3333333333333333,7,9.3,15,Stock OK
5657895,1.1428571428571428,8,9.1,33,Stock OK
5657896,1.1666666666666667,6,7.0,17,Stock OK
5657897,1.1428571428571428,6,6.9,20,Stock OK
5657898,1.4166666666666667,10,14.2,13,Reorder Needed
5657899,1.1666666666666667,6,7.0,44,Stock OK
5657900,1.0,4,4.0,24,Stock OK
5657901,1.0,6,6.0,47,Stock OK
5657905,1.0,5,5.0,37,Stock OK
5657906,1.0,10,10.0,7,Reorder Needed
5657907,1.0,3,3.0,8,Stock OK
5657909,1.0,6,6.0,23,Stock OK
5657910,1.1666666666666667,8,9.3,14,Stock OK
5657912,1.2666666666666666,3,3.8,4,Stock OK
5657919,1.0,4,4.0,21,Stock OK
5657921,1.0,8,8.0,46,Stock OK
5658567,1.0,3,3.0,10,Stock OK
5658568,1.3,8,10.4,22,Stock OK
5658569,1.2857142857142858,4,5.1,30,Stock OK
5658570,1.5,10,15.0,30,Stock OK
5658571,1.2,5,6.0,16,Stock OK
5658890,1.0,4,4.0,11,Stock OK
5659091,1.0,4,4.0,22,Stock OK
5659367,1.0,8,8.0,29,Stock OK
5659368,1.2,10,12.0,25,Stock OK
5659639,1.0,9,9.0,14,Stock OK
5659644,1.0,7,7.0,14,Stock OK
5659647,1.0,6,6.0,2,Reorder Needed
5659648,1.0,6,6.0,13,Stock OK
5659649,1.5,5,7.5,3,Reorder Needed
5659650,1.5,5,7.5,30,Stock OK
5659651,1.0,6,6.0,18,Stock OK
5659654,1.0,7,7.0,36,Stock OK
5659658,1.0,6,6.0,21,Stock OK
5659660,1.0,9,9.0,19,Stock OK
5659662,1.75,7,12.2,16,Stock OK
5659663,1.1428571428571428,5,5.7,28,Stock OK
5659665,1.25,3,3.8,4,Stock OK
5659666,1.0,8,8.0,15,Stock OK
5659667,1.0,9,9.0,1,Reorder Needed
5659668,1.0,9,9.0,48,Stock OK
5659669,1.0,10,10.0,47,Stock OK
5659670,1.1666666666666667,5,5.8,16,Stock OK
5659671,1.5,5,7.5,20,Stock OK
5659672,1.0,4,4.0,33,Stock OK
5659673,1.25,9,11.2,17,Stock OK
5659674,1.0,4,4.0,5,Stock OK
5659675,1.0,4,4.0,5,Stock OK
5659676,1.0,8,8.0,39,Stock OK
5659677,1.1111111111111112,4,4.4,13,Stock OK
5659678,1.1538461538461537,7,8.1,44,Stock OK
5659679,1.0,6,6.0,36,Stock OK
5659680,1.4375,3,4.3,30,Stock OK
5659683,1.0,5,5.0,4,Reorder Needed
5659685,1.125,7,7.9,23,Stock OK
5659687,1.4444444444444444,3,4.3,21,Stock OK
5659690,2.0,9,18.0,21,Stock OK
5659739,1.5,9,13.5,6,Reorder Needed
5659745,1.0,9,9.0,24,Stock OK
5659747,1.9333333333333333,7,13.5,47,Stock OK
5659748,1.1818181818181819,7,8.3,31,Stock OK
5659749,1.0,5,5.0,19,Stock OK
5659750,1.0,6,6.0,38,Stock OK
5659751,1.5,10,15.0,12,Reorder Needed
5659752,1.1111111111111112,4,4.4,14,Stock OK
5659753,1.5,9,13.5,50,Stock OK
5659754,1.0,8,8.0,12,Stock OK
5659755,1.0,6,6.0,15,Stock OK
5659770,1.0,8,8.0,19,Stock OK
5659771,1.6,5,8.0,28,Stock OK
5659772,1.6470588235294117,5,8.2,40,Stock OK
5659802,1.0,5,5.0,41,Stock OK
5659809,1.0,3,3.0,5,Stock OK
5659810,1.0,8,8.0,5,Reorder Needed
5659819,1.4,6,8.4,6,Reorder Needed
5659825,1.0,10,10.0,23,Stock OK
5659834,1.0,6,6.0,3,Reorder Needed
5659840,1.0,7,7.0,37,Stock OK
5659842,1.0,7,7.0,33,Stock OK
5659854,1.0,9,9.0,43,Stock OK
5659855,1.0,10,10.0,21,Stock OK
5659856,1.0,7,7.0,20,Stock OK
5659862,1.0,5,5.0,1,Reorder Needed
5659863,1.0,6,6.0,39,Stock OK
5659871,1.0,8,8.0,47,Stock OK
5659900,3.310344827586207,5,16.6,17,Stock OK
5659901,1.6842105263157894,3,5.1,29,Stock OK
5659902,1.3333333333333333,7,9.3,8,Reorder Needed
5659903,1.4444444444444444,5,7.2,26,Stock OK
5659904,1.25,5,6.2,28,Stock OK
5659905,1.0,3,3.0,34,Stock OK
5659906,1.1818181818181819,4,4.7,26,Stock OK
5659907,1.25,6,7.5,13,Stock OK
5659908,1.0,8,8.0,44,Stock OK
5659909,1.0,9,9.0,37,Stock OK
5659910,1.0,4,4.0,13,Stock OK
5659911,1.3,7,9.1,38,Stock OK
5659912,1.0,5,5.0,25,Stock OK
5659914,1.0,10,10.0,47,Stock OK
5659915,1.0,3,3.0,23,Stock OK
5659916,1.0,3,3.0,22,Stock OK
5659917,1.0,10,10.0,21,Stock OK
5659918,1.1818181818181819,6,7.1,30,Stock OK
5659919,1.0,4,4.0,11,Stock OK
5659920,1.25,9,11.2,4,Reorder Needed
5659921,1.3333333333333333,6,8.0,33,Stock OK
5659922,1.5,10,15.0,47,Stock OK
5660061,1.0,5,5.0,12,Stock OK
5660064,1.1428571428571428,10,11.4,9,Reorder Needed
5660066,1.0,6,6.0,32,Stock OK
5660069,1.0,8,8.0,11,Stock OK
5660070,2.0,3,6.0,37,Stock OK
5660074,1.1666666666666667,3,3.5,24,Stock OK
5660080,1.0,7,7.0,7,Stock OK
5660081,1.0,7,7.0,8,Stock OK
5660087,1.0,10,10.0,33,Stock OK
5660089,1.0,9,9.0,25,Stock OK
5660092,1.3333333333333333,5,6.7,1,Reorder Needed
5660093,1.0,8,8.0,3,Reorder Needed
5660097,1.0,4,4.0,40,Stock OK
5660099,1.0,6,6.0,28,Stock OK
5660100,1.0,9,9.0,43,Stock OK
5660105,1.0,5,5.0,33,Stock OK
5660114,1.0,7,7.0,46,Stock OK
5660116,1.0,10,10.0,1,Reorder Needed
5660118,1.0,6,6.0,38,Stock OK
5660130,1.0,7,7.0,27,Stock OK
5660134,1.0,10,10.0,38,Stock OK
5660151,1.0,6,6.0,35,Stock OK
5660157,1.0,4,4.0,10,Stock OK
5660158,1.0,5,5.0,12,Stock OK
5660159,1.5,6,9.0,10,Stock OK
5660160,1.0,8,8.0,34,Stock OK
5660161,1.0,9,9.0,24,Stock OK
5660163,1.0,3,3.0,28,Stock OK
5660211,1.0,8,8.0,22,Stock OK
5660212,1.0,8,8.0,45,Stock OK
5660215,1.2307692307692308,9,11.1,16,Stock OK
5660216,1.0,3,3.0,13,Stock OK
5660217,1.2,8,9.6,36,Stock OK
5660218,1.2857142857142858,6,7.7,36,Stock OK
5660219,1.0,6,6.0,43,Stock OK
5661272,1.0,6,6.0,23,Stock OK
5661273,1.0,3,3.0,14,Stock OK
5661274,1.0,8,8.0,32,Stock OK
5661276,1.0,10,10.0,3,Reorder Needed
5661277,1.375,3,4.1,27,Stock OK
5661278,1.0,6,6.0,19,Stock OK
5661280,1.0,9,9.0,22,Stock OK
5661282,1.3333333333333333,8,10.7,1,Reorder Needed
5661283,1.84,8,14.7,5,Reorder Needed
5661284,1.3333333333333333,7,9.3,49,Stock OK
5661288,1.0,7,7.0,33,Stock OK
5661290,1.0,4,4.0,19,Stock OK
5661291,1.0,10,10.0,36,Stock OK
5661292,1.3333333333333333,10,13.3,6,Reorder Needed
5661294,1.0,5,5.0,15,Stock OK
5661520,1.0,10,10.0,36,Stock OK
5661522,2.217391304347826,7,15.5,33,Stock OK
5662234,1.0,3,3.0,24,Stock OK
5662270,1.8421052631578947,10,18.4,27,Stock OK
5662272,1.2222222222222223,7,8.6,49,Stock OK
5662277,1.0,4,4.0,11,Stock OK
5662278,1.2727272727272727,8,10.2,49,Stock OK
5662279,1.1818181818181819,10,11.8,23,Stock OK
5662280,1.4545454545454546,4,5.8,33,Stock OK
5662281,1.125,8,9.0,41,Stock OK
5662283,1.25,9,11.2,46,Stock OK
5662284,1.25,9,11.2,47,Stock OK
5662287,1.0,8,8.0,29,Stock OK
5662310,1.1666666666666667,10,11.7,31,Stock OK
5662460,1.1764705882352942,5,5.9,1,Reorder Needed
5662461,1.1,7,7.7,34,Stock OK
5662462,1.4444444444444444,3,4.3,18,Stock OK
5662505,1.0,3,3.0,18,Stock OK
5662640,1.0,6,6.0,6,Stock OK
5662677,1.375,8,11.0,40,Stock OK
5662696,1.125,3,3.4,1,Reorder Needed
5662697,1.4285714285714286,10,14.3,47,Stock OK
5662698,1.0,5,5.0,42,Stock OK
5662699,2.090909090909091,8,16.7,30,Stock OK
5662745,1.0,5,5.0,4,Reorder Needed
5662746,1.0,10,10.0,32,Stock OK
5662747,1.0,3,3.0,10,Stock OK
5662748,1.0,3,3.0,43,Stock OK
5662749,1.0,6,6.0,5,Reorder Needed
5662750,1.0,3,3.0,9,Stock OK
5662794,1.0,8,8.0,5,Reorder Needed
5662800,1.0,10,10.0,11,Stock OK
5662802,1.0,9,9.0,35,Stock OK
5663027,2.5,10,25.0,27,Stock OK
5663062,1.5555555555555556,8,12.4,4,Reorder Needed
5663199,1.0,8,8.0,10,Stock OK
5663266,1.0,6,6.0,39,Stock OK
5663267,1.0,6,6.0,33,Stock OK
5663269,1.0,3,3.0,38,Stock OK
5663273,1.0,4,4.0,8,Stock OK
5663275,1.0,10,10.0,49,Stock OK
5663276,1.0,10,10.0,24,Stock OK
5663277,1.0,4,4.0,39,Stock OK
5663278,1.3333333333333333,6,8.0,33,Stock OK
5663292,1.0,3,3.0,41,Stock OK
5663779,1.25,4,5.0,43,Stock OK
5663780,1.3333333333333333,3,4.0,19,Stock OK
5664035,1.0,3,3.0,2,Reorder Needed
5664036,2.12,3,6.4,11,Stock OK
5664159,1.0,7,7.0,35,Stock OK
5664161,1.3,8,10.4,17,Stock OK
5664269,1.3333333333333333,3,4.0,42,Stock OK
5664270,1.0,7,7.0,3,Reorder Needed
5664503,1.0,6,6.0,22,Stock OK
5664504,1.0,4,4.0,35,Stock OK
5664506,1.0,8,8.0,21,Stock OK
5664520,1.0,9,9.0,25,Stock OK
5664641,2.25,4,9.0,39,Stock OK
5664642,1.7777777777777777,8,14.2,2,Reorder Needed
5664643,1.9090909090909092,9,17.2,1,Reorder Needed
5664646,1.2,4,4.8,7,Stock OK
5664647,1.2,8,9.6,20,Stock OK
5664648,1.6,4,6.4,43,Stock OK
5664649,1.625,4,6.5,6,Reorder Needed
5664650,1.4,9,12.6,36,Stock OK
5664652,1.6666666666666667,4,6.7,21,Stock OK
5664653,1.0,4,4.0,46,Stock OK
5664654,1.0,9,9.0,35,Stock OK
5664656,1.0,6,6.0,36,Stock OK
5664657,1.375,3,4.1,8,Stock OK
5664658,1.8461538461538463,10,18.5,50,Stock OK
5664659,1.8095238095238095,5,9.0,4,Reorder Needed
5664660,2.8333333333333335,7,19.8,43,Stock OK
5664661,1.0,5,5.0,16,Stock OK
5664662,1.375,5,6.9,3,Reorder Needed
5664664,1.25,8,10.0,7,Reorder Needed
5664665,1.8695652173913044,3,5.6,2,Reorder Needed
5664666,1.0,8,8.0,1,Reorder Needed
5664667,1.0,3,3.0,1,Reorder Needed
5664668,1.4,9,12.6,38,Stock OK
5664671,1.3333333333333333,9,12.0,7,Reorder Needed
5664672,1.0,10,10.0,24,Stock OK
5664673,1.25,3,3.8,5,Stock OK
5664675,1.5,4,6.0,21,Stock OK
5664676,1.0,6,6.0,28,Stock OK
5664677,2.0,10,20.0,18,Reorder Needed
5664679,1.1111111111111112,10,11.1,24,Stock OK
5664682,1.0,4,4.0,32,Stock OK
5664683,1.0,6,6.0,45,Stock OK
5664684,1.1666666666666667,8,9.3,33,Stock OK
5664685,1.0,6,6.0,10,Stock OK
5664686,2.0,8,16.0,9,Reorder Needed
5664687,1.25,9,11.2,49,Stock OK
5664688,1.0,5,5.0,33,Stock OK
5664689,1.5333333333333334,9,13.8,33,Stock OK
5664690,1.0,9,9.0,7,Reorder Needed
5664691,1.2857142857142858,5,6.4,4,Reorder Needed
5664692,1.0,6,6.0,28,Stock OK
5664694,1.2,10,12.0,23,Stock OK
5665816,1.0,6,6.0,32,Stock OK
5665817,1.5,8,12.0,44,Stock OK
5665818,1.0,4,4.0,16,Stock OK
5665819,1.0,8,8.0,46,Stock OK
5665820,1.0,4,4.0,10,Stock OK
5665821,1.5,9,13.5,14,Stock OK
5665823,1.0,5,5.0,39,Stock OK
5665824,1.1428571428571428,9,10.3,36,Stock OK
5665825,1.0,3,3.0,34,Stock OK
5665851,2.0,6,12.0,24,Stock OK
5665855,1.3076923076923077,4,5.2,18,Stock OK
5665856,1.0833333333333333,8,8.7,16,Stock OK
5666391,1.3636363636363635,5,6.8,41,Stock OK
5666406,1.1666666666666667,4,4.7,37,Stock OK
5666407,2.0,8,16.0,41,Stock OK
5666413,1.0,6,6.0,25,Stock OK
5666416,1.1666666666666667,9,10.5,8,Reorder Needed
5666436,1.0,6,6.0,24,Stock OK
5666437,1.0,7,7.0,20,Stock OK
5666552,1.0,3,3.0,48,Stock OK
5666553,1.65,7,11.5,30,Stock OK
5666554,1.3846153846153846,5,6.9,20,Stock OK
5666574,1.0,4,4.0,18,Stock OK
5666626,1.0,5,5.0,4,Reorder Needed
5666627,1.0,9,9.0,48,Stock OK
5666748,1.0,8,8.0,36,Stock OK
5666749,1.0,6,6.0,6,Stock OK
5666782,1.0,7,7.0,3,Reorder Needed
5666862,1.0,10,10.0,18,Stock OK
5667009,1.0,7,7.0,47,Stock OK
5667098,1.0,9,9.0,40,Stock OK
5667099,1.1764705882352942,7,8.2,18,Stock OK
5667100,1.0,9,9.0,23,Stock OK
5667105,1.0,10,10.0,35,Stock OK
5667107,1.3888888888888888,5,6.9,6,Reorder Needed
5667958,1.0,6,6.0,26,Stock OK
5667971,1.0,4,4.0,21,Stock OK
5667973,1.0,8,8.0,24,Stock OK
5667974,1.0,4,4.0,15,Stock OK
5667980,1.0,5,5.0,27,Stock OK
5667995,1.0,8,8.0,32,Stock OK
5668003,1.1666666666666667,7,8.2,12,Stock OK
5668316,1.0,10,10.0,5,Reorder Needed
5668326,1.0,10,10.0,7,Reorder Needed
5668338,1.0,3,3.0,22,Stock OK
5668350,1.0,5,5.0,27,Stock OK
5668401,1.0,5,5.0,15,Stock OK
5668411,1.0,6,6.0,39,Stock OK
5668412,1.0,4,4.0,45,Stock OK
5668413,1.0,5,5.0,35,Stock OK
5668414,1.0,5,5.0,26,Stock OK
5668415,1.2,7,8.4,23,Stock OK
5668416,1.0,7,7.0,13,Stock OK
5668417,1.0,8,8.0,26,Stock OK
5668418,1.0,9,9.0,3,Reorder Needed
5668419,1.0,9,9.0,29,Stock OK
5668421,1.0,3,3.0,2,Reorder Needed
5668422,1.0,9,9.0,28,Stock OK
5668423,1.0,6,6.0,23,Stock OK
5668426,1.0,3,3.0,36,Stock OK
5668427,1.0,8,8.0,49,Stock OK
5668428,1.0,7,7.0,6,Reorder Needed
5668429,1.0,9,9.0,11,Stock OK
5668430,1.0,4,4.0,38,Stock OK
5668431,1.0,7,7.0,34,Stock OK
5668432,1.0,10,10.0,17,Stock OK
5668433,1.0909090909090908,6,6.5,3,Reorder Needed
5668434,1.0,7,7.0,44,Stock OK
5668992,1.0,6,6.0,46,Stock OK
5668994,1.0,6,6.0,34,Stock OK
5668998,1.0,6,6.0,22,Stock OK
5668999,1.0,8,8.0,29,Stock OK
5669000,1.0,6,6.0,29,Stock OK
5669002,1.0,6,6.0,5,Reorder Needed
5669003,1.5,10,15.0,10,Reorder Needed
5669004,2.0,4,8.0,10,Stock OK
5669006,2.0,3,6.0,9,Stock OK
5669007,1.0,5,5.0,21,Stock OK
5669008,1.0,10,10.0,13,Stock OK
5669010,1.0,3,3.0,10,Stock OK
5669011,1.0,6,6.0,38,Stock OK
5669013,1.5,4,6.0,11,Stock OK
5669014,1.0,7,7.0,4,Reorder Needed
5669019,1.0,4,4.0,46,Stock OK
5669231,2.4,10,24.0,31,Stock OK
5669233,2.0,6,12.0,49,Stock OK
5669235,1.1818181818181819,4,4.7,34,Stock OK
5670001,1.5263157894736843,9,13.7,42,Stock OK
5670256,2.272727272727273,4,9.1,35,Stock OK
5670257,1.3333333333333333,6,8.0,39,Stock OK
5670321,1.1666666666666667,8,9.3,39,Stock OK
5670322,1.5,9,13.5,33,Stock OK
5670323,1.5,4,6.0,8,Stock OK
5670324,1.1666666666666667,5,5.8,32,Stock OK
5670326,1.3333333333333333,5,6.7,33,Stock OK
5670327,1.3,4,5.2,8,Stock OK
5670328,1.5,8,12.0,46,Stock OK
5670329,1.2727272727272727,7,8.9,14,Stock OK
5670330,1.0,6,6.0,34,Stock OK
5670331,1.0,5,5.0,8,Stock OK
5670332,1.0,7,7.0,42,Stock OK
5670333,1.0,4,4.0,7,Stock OK
5670334,1.8,10,18.0,13,Reorder Needed
5670335,1.0,7,7.0,21,Stock OK
5670336,1.0,9,9.0,47,Stock OK
5670337,1.5,3,4.5,32,Stock OK
5670338,1.8888888888888888,5,9.4,11,Stock OK
5670340,1.0,4,4.0,14,Stock OK
5670716,1.0,10,10.0,11,Stock OK
5670717,1.2307692307692308,6,7.4,2,Reorder Needed
5670719,1.4545454545454546,10,14.5,34,Stock OK
5670720,1.3076923076923077,8,10.5,44,Stock OK
5670721,1.4375,9,12.9,47,Stock OK
5670722,1.25,4,5.0,17,Stock OK
5670723,1.1111111111111112,6,6.7,14,Stock OK
5670725,1.25,8,10.0,25,Stock OK
5670726,1.2,8,9.6,48,Stock OK
5670727,1.4666666666666666,4,5.9,27,Stock OK
5670729,1.5714285714285714,9,14.1,8,Reorder Needed
5670730,1.3,7,9.1,17,Stock OK
5670731,1.4615384615384615,7,10.2,5,Reorder Needed
5670733,7.033333333333333,8,56.3,12,Reorder Needed
5671878,1.0,7,7.0,38,Stock OK
5672063,1.0,3,3.0,18,Stock OK
5672455,1.0,8,8.0,26,Stock OK
5672580,1.0,8,8.0,31,Stock OK
5672582,1.0,6,6.0,37,Stock OK
5672584,1.0,7,7.0,6,Reorder Needed
5672585,1.0,9,9.0,41,Stock OK
5672588,1.0,8,8.0,15,Stock OK
5672592,1.0,10,10.0,42,Stock OK
5672697,1.0,9,9.0,49,Stock OK
5672698,1.0,3,3.0,26,Stock OK
5672700,1.0,6,6.0,12,Stock OK
5672701,1.0,4,4.0,41,Stock OK
5672703,1.0,9,9.0,47,Stock OK
5672706,1.0,8,8.0,14,Stock OK
5672888,1.1818181818181819,3,3.5,1,Reorder Needed
5673463,1.0,5,5.0,17,Stock OK
5673464,1.0,3,3.0,33,Stock OK
5673737,1.3636363636363635,3,4.1,29,Stock OK
5674484,1.5263157894736843,6,9.2,45,Stock OK
5674667,1.0,4,4.0,31,Stock OK
5674670,1.3333333333333333,5,6.7,8,Stock OK
